mean_intensity,std_intensity,max_intensity,min_intensity,signal_range,concentration,log_concentration,serotype,sensor_model,sensor_unit,test_id,n_peaks,max_peak_height,low_freq_mean,low_freq_std,mid_freq_mean,mid_freq_std,high_freq_mean,high_freq_std
67.73004329004331,144.35516579074792,1037.88,0.0,1037.88,13.0,1.1139433523068367,ST,07-7-12,S2,12,11,1037.88,177.92571428571432,294.9657212783406,50.28333333333333,64.28922624445802,35.13558441558442,44.328404264742694
66.7056277056277,142.38575936691643,1091.75,0.0,1091.75,130.0,2.113943352306837,ST,07-7-12,S2,11,12,1091.75,162.16071428571428,289.7750041669674,61.43402777777778,77.46671544497393,35.65909090909091,46.07889389742246
66.96709956709958,155.02484456600183,1106.88,0.0,1106.88,130.0,2.113943352306837,ST,07-7-12,S2,12,13,1106.88,200.96761904761908,304.76542576537474,46.78111111111111,79.95822880930385,33.5438961038961,49.054239266501526
91.73186147186146,160.2010421017114,1138.62,0.0,1138.62,1110.0,3.0453229787866576,ST,07-7-12,S2,11,11,1138.62,150.58190476190475,321.8793944146671,94.01861111111111,101.31840116552202,75.05766233766235,81.52877085822045
68.64502164502164,166.30996320274193,1237.5,0.0,1237.5,1110.0,3.0453229787866576,ST,07-7-12,S2,12,12,1237.5,190.66666666666666,344.041831389777,51.06944444444444,66.44840864010565,37.29220779220779,53.035111540984005
110.15913419913417,244.48841969607506,1121.12,0.0,1121.12,1.0,0.0,SE,07-7-12,S2,3,4,1121.12,230.49333333333337,309.2329413447061,175.9444444444444,332.05223354537026,22.17506493506493,31.691806824492954
108.32792207792208,234.18384430288694,1093.25,0.0,1093.25,1.0,0.0,SE,07-7-12,S2,4,7,1093.25,220.0654761904762,297.72015693234624,181.6875,312.6811440267243,26.506493506493506,39.06608565934735
124.09004329004331,213.42454602174246,986.88,0.0,986.88,1.0,0.0,SE,07-7-12,S2,9,8,986.88,230.22952380952378,298.90766493503656,191.5583333333334,261.8372079863958,50.14545454545455,50.126819286748834
116.06926406926407,204.30247069356025,988.5,0.0,988.5,1.0,0.0,SE,07-7-12,S2,10,9,988.5,206.70238095238096,275.7061293410718,189.01388888888889,256.98558341836326,31.66883116883117,41.42640245920174
131.36242424242423,272.86448686394795,1241.62,0.0,1241.62,8.0,0.9030899869919435,SE,07-7-12,S2,3,6,1241.62,245.03809523809528,340.382172853356,226.81361111111104,369.0311906845693,35.18805194805194,42.66232173950562
136.96103896103895,282.36927710924505,1255.25,0.0,1255.25,8.0,0.9030899869919435,SE,07-7-12,S2,4,6,1255.25,270.98214285714283,348.3098664608563,252.26388888888889,368.87372662740245,18.107142857142858,39.6903482937715
170.34848484848487,346.79485469408723,1582.38,0.0,1582.38,50.0,1.6989700043360187,SE,07-7-12,S2,3,5,1582.38,331.70000000000005,428.17331137219264,300.9919444444445,461.54550026886994,32.57636363636364,41.432483865252294
170.0995670995671,360.3782387088287,1603.25,0.0,1603.25,50.0,1.6989700043360187,SE,07-7-12,S2,4,6,1603.25,354.14285714285717,439.3286041779884,307.0208333333333,475.15082903206763,19.337662337662337,47.66485007002196
206.45238095238096,404.6253784262987,1810.5,0.0,1810.5,865.0,2.9370161074648142,SE,07-7-12,S2,3,6,1810.5,421.0833333333333,486.36743797485275,353.7986111111111,537.3811345293683,43.064935064935064,54.35264546599022
192.05419913419914,394.7320255951108,1789.88,0.0,1789.88,865.0,2.9370161074648142,SE,07-7-12,S2,4,6,1789.88,364.72095238095244,467.5392394014061,365.1900000000001,524.567952371812,22.141818181818184,52.670909310579646
126.33225108225108,241.70849708639494,1077.25,0.0,1077.25,11.0,1.0413926851582251,SE,07-7-12,S2,9,7,1077.25,263.01785714285717,323.11160809891265,197.80555555555554,305.1753486790144,30.146103896103895,41.72099954462013
118.71861471861472,215.85251007043837,960.0,0.0,960.0,11.0,1.0413926851582251,SE,07-7-12,S2,10,6,960.0,203.42857142857142,299.0082132059684,201.84722222222223,267.17013200716957,35.81818181818182,48.16873137636594
131.89125541125543,238.31873562962608,1108.38,0.0,1108.38,85.0,1.9294189257142926,SE,07-7-12,S2,9,8,1108.38,220.36666666666662,306.8789169213057,229.5316666666667,307.75653919851067,39.78779220779221,51.170948957426766
127.44913419913419,252.74084000620599,1134.25,0.0,1134.25,85.0,1.9294189257142926,SE,07-7-12,S2,10,5,1134.25,251.46428571428572,330.9995260185274,214.46875,324.3790514023914,28.886363636363637,45.85257547494961
147.76779220779218,279.01469470195974,1267.62,0.0,1267.62,955.0,2.9800033715837464,SE,07-7-12,S2,9,6,1267.62,264.57095238095235,363.40560365211707,261.0477777777777,354.87504977191236,39.93948051948052,61.25590655636261
138.89411255411258,268.61009186375014,1189.38,0.0,1189.38,955.0,2.9800033715837464,SE,07-7-12,S2,10,6,1189.38,269.3166666666667,355.9408699667663,229.91388888888892,342.32738330822195,38.27818181818182,56.02210149962669
143.25541125541125,280.0151467048492,1312.5,0.0,1312.5,2.0,0.3010299956639812,SE,07-7-12,S2,13,7,1312.5,294.04761904761904,337.81033015732027,236.70138888888889,374.3795576584216,34.883116883116884,42.49231375139952
128.49012987012983,240.4162184880719,1111.62,0.0,1111.62,2.0,0.3010299956639812,SE,07-7-12,S2,14,8,1111.62,218.23428571428576,307.68532144711355,224.90361111111105,315.8660824767074,37.74155844155844,44.1702254731678
154.18073593073592,307.02485210952926,1415.75,0.0,1415.75,16.0,1.2041199826559248,SE,07-7-12,S2,13,6,1415.75,296.4166666666667,370.26116372781973,271.1111111111111,411.34432574302963,29.431818181818183,43.161668231040636
153.5262337662338,307.90117942873763,1420.88,0.0,1420.88,16.0,1.2041199826559248,SE,07-7-12,S2,14,7,1420.88,282.8228571428572,369.84924003401915,275.84111111111116,414.85719824067024,35.30909090909091,45.70661204779719
152.2794805194806,329.4707484242913,1528.88,0.0,1528.88,135.0,2.130333768495006,SE,07-7-12,S2,13,6,1528.88,315.4771428571429,396.89031570019273,261.4033333333334,446.85906183543426,22.726753246753255,44.739287434065645
144.86904761904762,304.5930414382434,1366.25,0.0,1366.25,135.0,2.130333768495006,SE,07-7-12,S2,14,5,1366.25,264.4761904761905,386.14783981658024,261.9236111111111,405.74600711496555,27.977272727272727,43.040229252647165
183.5616883116883,358.07981427542364,1654.75,0.0,1654.75,1150.0,3.060697840353612,SE,07-7-12,S2,13,5,1654.75,335.57142857142856,441.47165377681426,334.3958333333333,471.2088265796045,39.146103896103895,49.53220044500618
175.2770562770563,344.9653334010207,1597.25,0.0,1597.25,1150.0,3.060697840353612,SE,07-7-12,S2,14,5,1597.25,307.9702380952381,437.3869486670001,327.09722222222223,447.0085728025254,35.58441558441559,54.22876642313875
98.83199134199134,209.783700602451,947.25,0.0,947.25,2.0,0.3010299956639812,ST+SE,07-7-12,S2,5,4,947.25,173.38690476190476,263.32993632367175,194.68180555555557,275.07392083425293,13.696103896103894,22.33968742330617
103.30207792207794,221.9522472860681,1004.38,0.0,1004.38,2.0,0.3010299956639812,ST+SE,07-7-12,S2,6,6,1004.38,206.51857142857145,287.5397671012235,162.07861111111114,297.2640153190872,37.799480519480525,49.29903673609417
137.0662337662338,276.53858261315776,1307.38,0.0,1307.38,17.0,1.2304489213782739,ST+SE,07-7-12,S2,5,5,1307.38,279.58761904761906,340.51565574671713,244.29083333333347,361.8253624016472,16.377922077922083,27.192851540487972
141.95670995670994,275.0948464310056,1242.75,0.0,1242.75,17.0,1.2304489213782739,ST+SE,07-7-12,S2,6,4,1242.75,272.10714285714283,338.744535814554,255.25347222222223,359.5686760556927,33.256493506493506,34.58703434594184
142.15264069264074,285.0442304608195,1328.38,0.0,1328.38,85.0,1.9294189257142926,ST+SE,07-7-12,S2,5,4,1328.38,248.7895238095238,353.3421449998664,261.24527777777786,380.9755492882429,34.50207792207792,33.87658281489896
152.88112554112556,312.8389893390547,1442.38,0.0,1442.38,85.0,1.9294189257142926,ST+SE,07-7-12,S2,6,5,1442.38,286.02761904761905,380.2528866789369,278.1797222222223,419.7244951485446,33.16935064935065,38.98665220594985
159.27904761904756,342.62828291552114,1536.62,0.0,1536.62,1070.0,3.0293837776852097,ST+SE,07-7-12,S2,5,5,1536.62,313.33857142857136,440.5774679709272,279.92916666666656,451.9393292484376,33.93168831168831,52.8728847945736
179.91991341991343,346.77865907713306,1554.5,0.0,1554.5,1070.0,3.0293837776852097,ST+SE,07-7-12,S2,6,6,1554.5,319.0595238095238,432.60453185412376,325.0,455.7740820723452,45.214285714285715,60.46193546417623
